County,City,Model_Year,Make,Model,EV_Type,CAFV_Eligibility,Electric_Range,Electric_Utility,Vehicle_Age,Has_Range_Data,Has_MSRP
Kitsap,Bremerton,2024,Ford,Escape,PHEV,Eligible,37.0,Puget Sound Energy Inc,1,1,0
King,Kirkland,2022,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Ridgefield,2018,Tesla,Model 3,BEV,Eligible,215.0,Bonneville Power Administration,7,1,0
King,Bellevue,2024,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Clark,Washougal,2019,Nissan,Leaf,BEV,Eligible,150.0,Bonneville Power Administration,6,1,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kirkland,2021,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Snohomish,Lake Stevens,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2018,Nissan,Leaf,BEV,Eligible,151.0,City Of Seattle - (Wa),7,1,0
King,Kirkland,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
Clark,Vancouver,2023,Jeep,Wrangler,PHEV,Not Eligible,21.0,Bonneville Power Administration,2,1,0
King,Redmond,2025,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Vancouver,2024,Hyundai,Ioniq 6,BEV,Unknown,,Bonneville Power Administration,1,0,0
King,Renton,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2026,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Kirkland,2023,Polestar,Ps2,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2022,Porsche,Taycan,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2023,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,2,1,0
King,Bellevue,2025,Chevrolet,Equinox,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Issaquah,2024,Tesla,Model S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Kitsap,Bainbridge Island,2012,Chevrolet,Volt,PHEV,Eligible,35.0,Puget Sound Energy Inc,13,1,0
King,Kent,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kirkland,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,City Of Seattle - (Wa),1,1,0
Clark,Vancouver,2022,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Kirkland,2025,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2023,Kia,Ev6,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Redmond,2019,Kia,Niro,BEV,Eligible,239.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2018,Bmw,I3,BEV,Eligible,114.0,City Of Seattle - (Wa),7,1,0
King,Bellevue,2020,Porsche,Taycan,BEV,Eligible,203.0,Puget Sound Energy Inc,5,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Duvall,2020,Kia,Niro,BEV,Eligible,239.0,Puget Sound Energy Inc,5,1,0
King,Bellevue,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Kitsap,Bainbridge Island,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,City Of Seattle - (Wa),2,1,0
King,Sammamish,2022,Rivian,R1T,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Volvo,Xc60,PHEV,Eligible,35.0,City Of Seattle - (Wa),2,1,0
King,Kent,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Tukwila,2017,Tesla,Model 3,BEV,Eligible,220.0,City Of Seattle - (Wa),8,1,0
King,Tukwila,2022,Ford,Transit,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Kirkland,2024,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Kitsap,Kingston,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2023,Mercedes-Benz,Eqe-Class Suv,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2025,Rivian,R1T,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
Kitsap,Olalla,2021,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Sammamish,2013,Tesla,Model S,BEV,Eligible,208.0,Puget Sound Energy Inc,12,1,1
King,Seattle,2018,Tesla,Model X,BEV,Eligible,238.0,City Of Seattle - (Wa),7,1,0
King,Bellevue,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2022,Kia,Ev6,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Seattle,2021,Volvo,Xc40,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Island,Coupeville,2024,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2025,Audi,Q4,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,City Of Seattle - (Wa),6,1,0
King,Renton,2018,Tesla,Model X,BEV,Eligible,238.0,Puget Sound Energy Inc,7,1,0
King,Bellevue,2023,Toyota,Bz4X,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bothell,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Bonneville Power Administration,1,1,0
King,Kirkland,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2012,Chevrolet,Volt,PHEV,Eligible,35.0,City Of Seattle - (Wa),13,1,0
King,Seattle,2019,Tesla,Model 3,BEV,Eligible,220.0,City Of Seattle - (Wa),6,1,0
King,Bellevue,2023,Mercedes-Benz,Eqs-Class Sedan,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Kent,2024,Mazda,Cx-90,PHEV,Not Eligible,26.0,Puget Sound Energy Inc,1,1,0
King,Kent,2023,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,Puget Sound Energy Inc,2,1,0
King,Kirkland,2022,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2020,Tesla,Model 3,BEV,Eligible,322.0,City Of Seattle - (Wa),5,1,0
Yakima,Yakima,2023,Tesla,Model Y,BEV,Unknown,,Pacificorp,2,0,0
King,Kent,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Thurston,Olympia,2023,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Lynnwood,2024,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Seattle,2024,Rivian,R1S,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Snohomish,Everett,2022,Nissan,Leaf,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Renton,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Redmond,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2024,Mazda,Cx-90,PHEV,Not Eligible,26.0,City Of Seattle - (Wa),1,1,0
King,Seattle,2025,Bmw,X5,PHEV,Eligible,40.0,City Of Seattle - (Wa),0,1,0
King,Kirkland,2024,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Renton,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Sammamish,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2020,Tesla,Model Y,BEV,Eligible,291.0,Puget Sound Energy Inc,5,1,0
King,Redmond,2024,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,1,1,0
King,Bothell,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Auburn,2022,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Kitsap,Bainbridge Island,2024,Chevrolet,Blazer,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2023,Lucid,Air,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Sammamish,2025,Lucid,Air,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Redmond,2025,Mercedes-Benz,Gle-Class,PHEV,Eligible,49.0,Puget Sound Energy Inc,0,1,0
King,Auburn,2023,Nissan,Ariya,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2019,Nissan,Leaf,BEV,Eligible,150.0,Bonneville Power Administration,6,1,0
King,Seattle,2023,Ford,F-150,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Snohomish,Edmonds,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Redmond,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Des Moines,2024,Honda,Prologue,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Snohomish,Lynnwood,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2020,Tesla,Model X,BEV,Eligible,293.0,Puget Sound Energy Inc,5,1,0
Island,Coupeville,2024,Hyundai,Tucson,PHEV,Eligible,33.0,Puget Sound Energy Inc,1,1,0
King,Seattle,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,City Of Seattle - (Wa),2,1,0
Snohomish,Snohomish,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Lake Forest Park,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Bellevue,2023,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2025,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2023,Nissan,Ariya,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kent,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,North Bend,2024,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2016,Tesla,Model S,BEV,Eligible,210.0,Bonneville Power Administration,9,1,0
King,Shoreline,2025,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Sammamish,2023,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Puget Sound Energy Inc,2,1,0
King,Bellevue,2024,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Thurston,Olympia,2022,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Kirkland,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
Clark,Ridgefield,2020,Kia,Niro,BEV,Eligible,239.0,Bonneville Power Administration,5,1,0
King,Sammamish,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Puget Sound Energy Inc,1,1,0
King,Kent,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Auburn,2019,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2023,Rivian,R1S,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Clark,Vancouver,2021,Jeep,Wrangler,PHEV,Not Eligible,25.0,Bonneville Power Administration,4,1,0
King,Seattle,2022,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Kitsap,Olalla,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Bellevue,2023,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2025,Porsche,Macan,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Kent,2022,Ford,Escape,PHEV,Eligible,38.0,Puget Sound Energy Inc,3,1,0
King,Kirkland,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2022,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Kirkland,2025,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Yakima,Grandview,2021,Jeep,Wrangler,PHEV,Not Eligible,25.0,Bonneville Power Administration,4,1,0
King,Seattle,2021,Polestar,Ps2,BEV,Eligible,233.0,City Of Seattle - (Wa),4,1,0
King,Seattle,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kent,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Cowlitz,Kelso,2022,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Federal Way,2020,Tesla,Model 3,BEV,Eligible,266.0,Puget Sound Energy Inc,5,1,0
Clark,Vancouver,2025,Chevrolet,Blazer,BEV,Unknown,,Bonneville Power Administration,0,0,0
King,Seattle,2024,Kia,Ev6,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2021,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Yakima,Yakima,2018,Tesla,Model 3,BEV,Eligible,215.0,Pacificorp,7,1,0
King,Kirkland,2023,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kent,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Bellevue,2019,Tesla,Model X,BEV,Eligible,289.0,Puget Sound Energy Inc,6,1,0
King,Kirkland,2023,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Clark,Vancouver,2024,Toyota,Rav4 Prime (Phev),PHEV,Eligible,42.0,Bonneville Power Administration,1,1,0
Clark,Vancouver,2024,Tesla,Cybertruck,BEV,Unknown,,Bonneville Power Administration,1,0,0
Clark,Vancouver,2022,Chevrolet,Bolt Euv,BEV,Unknown,,Bonneville Power Administration,3,0,0
Kitsap,Seabeck,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Clark,Vancouver,2023,Hyundai,Kona,BEV,Unknown,,Bonneville Power Administration,2,0,0
King,Newcastle,2022,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2025,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2019,Volkswagen,E-Golf,BEV,Eligible,125.0,Puget Sound Energy Inc,6,1,0
King,Bellevue,2020,Volvo,S60,PHEV,Not Eligible,22.0,Puget Sound Energy Inc,5,1,0
King,Kent,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Newcastle,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2025,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2022,Tesla,Model Y,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Burien,2023,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
Cowlitz,Kelso,2022,Hyundai,Ioniq 5,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Seattle,2024,Nissan,Ariya,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Sammamish,2016,Tesla,Model S,BEV,Eligible,210.0,Puget Sound Energy Inc,9,1,0
King,Redmond,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2021,Chrysler,Pacifica,PHEV,Eligible,32.0,City Of Seattle - (Wa),4,1,0
King,Seattle,2023,Bmw,Ix,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Seattle,2020,Tesla,Model Y,BEV,Eligible,291.0,City Of Seattle - (Wa),5,1,0
Kitsap,Bainbridge Island,2022,Ford,F-150,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Kirkland,2023,Kia,Ev6,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Thurston,Olympia,2023,Volkswagen,Id.4,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kirkland,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,City Of Seattle - (Wa),8,1,0
King,Redmond,2020,Tesla,Model 3,BEV,Eligible,322.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Duvall,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2023,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kent,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2022,Tesla,Model 3,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Clark,Vancouver,2021,Kia,Niro,PHEV,Not Eligible,26.0,Bonneville Power Administration,4,1,0
Kitsap,Bainbridge Island,2023,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2022,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
Kitsap,Port Orchard,2017,Nissan,Leaf,BEV,Eligible,107.0,Puget Sound Energy Inc,8,1,0
Jefferson,Port Hadlock,2023,Kia,Sportage,PHEV,Eligible,34.0,Bonneville Power Administration,2,1,0
King,Auburn,2017,Chevrolet,Bolt Ev,BEV,Eligible,238.0,Puget Sound Energy Inc,8,1,0
King,Bellevue,2024,Mercedes-Benz,Eqe-Class Sedan,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Snohomish,Lynnwood,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2024,Tesla,Model X,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
Clark,Vancouver,2025,Lucid,Air,BEV,Unknown,,Bonneville Power Administration,0,0,0
Snohomish,Monroe,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Burien,2023,Mitsubishi,Outlander,PHEV,Eligible,38.0,City Of Seattle - (Wa),2,1,0
King,Kirkland,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Seattle,2021,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
Kitsap,Bremerton,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Burien,2024,Chevrolet,Equinox,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Bellevue,2022,Audi,E-Tron,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Bellevue,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
King,Seattle,2024,Chevrolet,Blazer,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Seattle,2018,Tesla,Model 3,BEV,Eligible,215.0,City Of Seattle - (Wa),7,1,0
King,Renton,2025,Tesla,Cybertruck,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Woodinville,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2024,Kia,Ev6,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Vancouver,2020,Tesla,Model 3,BEV,Eligible,322.0,Bonneville Power Administration,5,1,0
King,Auburn,2018,Tesla,Model 3,BEV,Eligible,215.0,Puget Sound Energy Inc,7,1,0
King,Bellevue,2025,Volvo,Xc90,PHEV,Eligible,32.0,Puget Sound Energy Inc,0,1,0
King,Seattle,2025,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Seattle,2023,Tesla,Model S,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Kent,2025,Tesla,Cybertruck,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2024,Kia,Ev6,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
King,Kirkland,2023,Ford,Mustang Mach-E,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Snohomish,Lake Stevens,2018,Chrysler,Pacifica,PHEV,Eligible,33.0,Puget Sound Energy Inc,7,1,0
King,Kirkland,2024,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2023,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Kent,2023,Ford,F-150,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Newcastle,2023,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Issaquah,2024,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Kirkland,2024,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2021,Tesla,Model 3,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Kent,2026,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2023,Volkswagen,Id.4,BEV,Unknown,,City Of Seattle - (Wa),2,0,0
King,Redmond,2025,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2021,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
Clark,Vancouver,2022,Chrysler,Pacifica,PHEV,Eligible,32.0,Bonneville Power Administration,3,1,0
King,Bellevue,2025,Hyundai,Ioniq 5,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Kent,2017,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,8,1,0
King,Bellevue,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
King,Sammamish,2023,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Bremerton,2023,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2021,Ford,Mustang Mach-E,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Seattle,2021,Hyundai,Kona,BEV,Unknown,,City Of Seattle - (Wa),4,0,0
King,Kirkland,2020,Nissan,Leaf,BEV,Eligible,215.0,Puget Sound Energy Inc,5,1,0
King,Seattle,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,City Of Seattle - (Wa),1,1,0
King,Federal Way,2024,Subaru,Solterra,BEV,Unknown,,Puget Sound Energy Inc,1,0,0
King,Redmond,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Bellevue,2019,Kia,Niro,BEV,Eligible,239.0,Puget Sound Energy Inc,6,1,0
Snohomish,Lake Stevens,2019,Tesla,Model 3,BEV,Eligible,220.0,Puget Sound Energy Inc,6,1,0
Clark,Vancouver,2020,Tesla,Model Y,BEV,Eligible,291.0,Bonneville Power Administration,5,1,0
King,Seattle,2024,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),1,0,0
Clark,Camas,2024,Jeep,Wrangler,PHEV,Not Eligible,21.0,Bonneville Power Administration,1,1,0
Jefferson,Port Townsend,2023,Kia,Sportage,PHEV,Eligible,34.0,Bonneville Power Administration,2,1,0
King,Kirkland,2023,Kia,Niro,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
Kitsap,Port Orchard,2021,Hyundai,Kona,BEV,Unknown,,Puget Sound Energy Inc,4,0,0
King,Tukwila,2025,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
King,Kirkland,2023,Jeep,Grand Cherokee,PHEV,Not Eligible,25.0,Puget Sound Energy Inc,2,1,0
King,Kirkland,2023,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2020,Kia,Niro,BEV,Eligible,239.0,City Of Seattle - (Wa),5,1,0
King,Bellevue,2025,Bmw,I4,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Sammamish,2025,Rivian,R1S,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
King,Seattle,2025,Tesla,Model Y,BEV,Unknown,,City Of Seattle - (Wa),0,0,0
Stevens,Nine Mile Falls,2022,Volvo,Xc90,PHEV,Eligible,35.0,No Known Electric Utility Service,3,1,0
Snohomish,Bothell,2022,Chevrolet,Bolt Euv,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Clark,Vancouver,2022,Tesla,Model S,BEV,Unknown,,Bonneville Power Administration,3,0,0
King,Burien,2023,Mercedes-Benz,Eqe-Class Sedan,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2022,Audi,E-Tron Sportback,BEV,Unknown,,City Of Seattle - (Wa),3,0,0
King,Seattle,2022,Toyota,Prius Prime (Phev),PHEV,Not Eligible,25.0,City Of Seattle - (Wa),3,1,0
King,Renton,2023,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,2,0,0
King,Seattle,2019,Tesla,Model S,BEV,Eligible,270.0,City Of Seattle - (Wa),6,1,0
King,Sammamish,2022,Tesla,Model Y,BEV,Unknown,,Puget Sound Energy Inc,3,0,0
Snohomish,Mukilteo,2025,Bmw,Ix,BEV,Unknown,,Puget Sound Energy Inc,0,0,0
